context.span_id,question,answer
8ac3f46aac75fc2c,Prepare a CMA for 2430 Victory Park Lane,The Comparative Market Analysis (CMA) for 2430 Victory Park Lane Unit 2301 has been prepared. You can access it [here](http://2430-victory-park-lane-unit-2301.rechat.site).
1b23e5fb322c7c76,Create a CMA for 6710 36th Avenue,"I found two active listings for ""6710 36th Avenue"":

1. **1st Listing**
   - MLS Number: A4590162
   - Price: $184,000
   - Bedrooms: 2
   - Bathrooms: 2
   - Address: 6710 36th AVENUE E Unit 182

2. **2nd Listing**
   - MLS Number: A4592766
   - Price: $185,000
   - Bedrooms: 2
   - Bathrooms: 2
   - Address: 6710 36th AVENUE E Unit 312

Which listing would you like to use for the Comparative Market Analysis (CMA)?"
8a7881308d546cc0,Create a CMA for 6710 36th Avenue,"The Comparative Market Analysis (CMA) for 6710 36th Avenue E Unit 312 has been created. You can view it using the link below:

[CMA for 6710 36th Avenue E Unit 312](https://6710-36th-avenue-e-unit-312.rechat.site)"
2760aef41442456b,Prepare a CMA for 45 Country Club Drive,"I found multiple listings for the address 45 Country Club Drive. Please choose the one you'd like to use for the CMA:

1. **Listing 1**: Unit 19D
   - Price: $2,295
   - MLS Number: 3450315
   - Status: Active
   - Bedrooms: 1
   - Bathrooms: 1

2. **Listing 2**: Unit 34C
   - Price: $2,685
   - MLS Number: 3491339
   - Status: Active
   - Bedrooms: 2
   - Bathrooms: 1

Which one would you prefer?"
c2e3b06d8312b760,Prepare a CMA for 45 Country Club Drive,"The Comparative Market Analysis (CMA) for 45 Country Club Drive Unit 34C has been prepared. You can view it using the following link:

[CMA for 45 Country Club Drive Unit 34C](https://45-country-club-drive-unit-34c.rechat.site)"
7a33da6d794ce567,Make a CMA for 80 River St,"Which one of the following listings would you like to use for the CMA?

1. Listing 1: $5467 (MLS: 210003276)
2. Listing 2: $4271 (MLS: 210001742)
3. Listing 3: $4569 (MLS: 210003348)
4. Listing 4: $4600 (MLS: 210024356)
5. Listing 5: $4300 (MLS: 210018431)"
ae46748fde545d58,Make a CMA for 80 River St,"The Comparative Market Analysis (CMA) for the 5th listing at 80 River St is ready. You can view it [here](http://80-river-st.rechat.site).

Is there anything else you need assistance with?"
fcf40c5536a54379,Can you please make a market analysis for 2640 Old Jackson Rd,"I've created the market analysis for 2640 Old Jackson Rd. You can review it [here](https://2640-old-jackson-rd.rechat.site).

Is there anything else I can assist you with?"
4621f7be0e19a613,Make a CMA for 1110 Mount Olive,I have created a Comparative Market Analysis (CMA) for 1110 Mount Olive. You can view it [here](http://1110-mount-olive.rechat.site).
282a192462b9c1ae,Can you please make a market analysis for 15 Evan Drive,I have created a Comparative Market Analysis (CMA) for 15 Evan Drive. You can view it [here](https://15-evan-drive.rechat.site).
c93fb2c51430853e,Create a CMA for 192 Cottage Walk,The Comparative Market Analysis (CMA) for 192 Cottage Walk has been created. You can view it [here](http://192-cottage-walk.rechat.site).
5fb7479cbe2ba37a,Can you please make a market analysis for 3651 Longmeadow,I have created the Comparative Market Analysis (CMA) for 3651 Longmeadow Unit 28. You can access it [here](https://3651-longmeadow-unit-28.rechat.site).
90ef9c2aab099119,Make a CMA for 7626 Autumn Street,The Comparative Market Analysis (CMA) for 7626 Autumn Street has been created. You can view it [here](http://7626-autumn-street.rechat.site).
89d94751a31fb0ae,Prepare a CMA for 26 Meadow Green Circle,"The Comparative Market Analysis (CMA) for **26 Meadow Green Circle Unit G** has been prepared. You can access it by visiting the following link:

[CMA for 26 Meadow Green Circle Unit G](https://26-meadow-green-circle-unit-g.rechat.site)

Feel free to reach out if you need any further assistance!"
948382eed5e10f47,Create a CMA for 16 Tudor Court,I have created a Comparative Market Analysis (CMA) for **16 Tudor Court**. You can access it [here](https://16-tudor-court.rechat.site).
88fd6d2d9046abe6,Create a CMA for 124-05 Jamaica Avenue,The Comparative Market Analysis (CMA) for 124-05 Jamaica Avenue has been created. You can view it [here](https://124-05-jamaica-avenue.rechat.site).
1d9b682bfdab4c45,Prepare a CMA for 14637 Castle Butte Road,"The Comparative Market Analysis (CMA) for 14637 Castle Butte Road has been prepared. You can access it via the following link:

[CMA for 14637 Castle Butte Road](https://14637-castle-butte-road.rechat.site)"
0db2fbf765500de6,Create a CMA for 6 Pine Radial Court,I have created a Comparative Market Analysis (CMA) for 6 Pine Radial Court. You can access it [here](https://6-pine-radial-court.rechat.site).
b4ba8b6a82f3e042,Make a CMA for 2126 Brown Ave,The Comparative Market Analysis (CMA) for 2126 Brown Ave is ready. You can access it [here](http://2126-brown-ave.rechat.site).
ed63e6ce17c1223c,Make a CMA for 48 Oakhurst Road,"The Comparative Market Analysis (CMA) for 48 Oakhurst Road has been created. You can view it [here](https://48-oakhurst-road.rechat.site).

Is there anything else you need assistance with?"
4404e4ba1fbea406,Make a CMA for 145-33 157th Street,"The Comparative Market Analysis (CMA) for [145-33 157th Street](http://145-33-157th-street.rechat.site) has been created.

You can view it by clicking on the link provided."
db7c880f57925284,Make a CMA for 18784 Farm To Market Rd 1431,"The Comparative Market Analysis (CMA) for 18784 Farm To Market Rd 1431 is ready. You can access it through the following link:

[CMA for 18784 Farm To Market Rd 1431](https://18784-farm-to-market-rd-1431.rechat.site)"
1c937d0f8c197972,Can you please make a market analysic for 2621 C 478a,The Comparative Market Analysis (CMA) for the property at 2621 C 478a has been created. You can access it [here](https://2621-c-478a.rechat.site).
ec7eb2d44174f802,Make a CMA for 1424 Us Highway 1,The Comparative Market Analysis (CMA) for 1424 US Highway 1 Unit A is ready. You can view it [here](http://1424-us-highway-1-unit-a.rechat.site).
a6e66b5a30853888,Create a CMA for 16 9th Street,The Comparative Market Analysis (CMA) for 16 9th Street has been created. You can view it [here](https://16-9th-street.rechat.site).
166022faf99c13c7,Prepare a CMA for 6364 Sherwood Rd,"The Comparative Market Analysis (CMA) for 6364 Sherwood Rd has been prepared. You can access it through the following link:

[CMA for 6364 Sherwood Rd](https://6364-sherwood-rd.rechat.site)"
dbd57106b3405464,Create a CMA for 906 34th Avenue,The Comparative Market Analysis (CMA) for 906 34th Avenue has been created. You can view it on the [CMA website](http://906-34th-avenue.rechat.site).
79b3d06be0e17239,Make a CMA for 12766 92nd Terrace,The Comparative Market Analysis (CMA) for 12766 SE 92nd Terrace has been created. You can view it [here](https://12766-se-92nd-terrace.rechat.site).
85d299ebe2e99e35,Make a CMA for 100 Waverly Way,The CMA for 100 Waverly Way has been created. You can view it [here](https://100-waverly-way-unit-101.rechat.site).
f58aa8140843986c,Can you please make a market analysic for 178-07 69th Avenue,"Here is the Comparative Market Analysis (CMA) for the property at 178-07 69th Avenue:

[CMA for 178-07 69th Avenue](https://178-07-69th-avenue.rechat.site)

Feel free to review the detailed information provided in the link!"
1d763c08575db865,Can you please make a market analysis for 130 Lenox Avenue,The Comparative Market Analysis (CMA) for 130 Lenox Avenue Unit 702 is ready. You can view it [here](https://130-lenox-avenue-unit-702.rechat.site).
8b6fc5daefeba998,Can you please make a market analysis for 401 Harrison Street,"I've created a Comparative Market Analysis (CMA) for the property located at 401 Harrison Street, Unit 10C. You can access it [here](http://401-harrison-street-unit-10c.rechat.site)."
f49d12a04ff497ff,Prepare a CMA for 4530 14th Loop,The Comparative Market Analysis (CMA) has been prepared for the property located at 4530 14th Loop. You can view it [here](https://4530-nw-14th-loop.rechat.site).
652f6b57b0880d44,Create a CMA for 11b Grant Avenue,The Comparative Market Analysis (CMA) for 11B Grant Avenue has been created. You can view it [here](https://11b-grant-avenue.rechat.site).
574e2b17d69871b8,Create a CMA for 717 Morgan,The Comparative Market Analysis (CMA) for 717 Morgan has been created. You can view it [here](http://717-e-morgan.rechat.site).
7fc0f9b5a1850828,Make a CMA for 20 Broadway,The Comparative Market Analysis (CMA) for 20 Broadway has been created. You can view it [here](http://20-broadway.rechat.site).
6887af6461f6afda,Prepare a CMA for 3898 Beacon Ridge Way,The Comparative Market Analysis (CMA) for 3898 Beacon Ridge Way has been prepared. You can view it [here](https://3898-beacon-ridge-way.rechat.site).
4495e34947a4d447,Prepare a CMA for 100 E Walton Street Unit 27d,The Comparative Market Analysis (CMA) for 100 E Walton Street Unit 27D has been prepared. You can view it [here](http://100-e-walton-street-unit-27d.rechat.site).
0cfe77f719be3f4d,Prepare a CMA for 658 Longboat Drive,"The Comparative Market Analysis (CMA) for 658 Longboat Drive has been prepared. You can view it using the link below:

[CMA for 658 Longboat Drive](https://658-longboat-drive.rechat.site)"
343b72ce1f1f9a1d,Make a CMA for 12208 220th St,The Comparative Market Analysis (CMA) for 12208 220th St is ready. You can view it by visiting the following [CMA website](https://12208-sw-220th-st.rechat.site).
69ef188b7893e077,Prepare a CMA for 6106 Royal Poinciana Ln,"The Comparative Market Analysis (CMA) for 6106 Royal Poinciana Ln is ready. You can view it using the following link:

[CMA for 6106 Royal Poinciana Ln](https://6106-royal-poinciana-ln.rechat.site)"
1a4d5b9c17e61b38,Prepare a CMA for 10309 County Road 1114,The Comparative Market Analysis (CMA) for 10309 County Road 1114 is ready. You can view it [here](http://10309-county-road-1114-unit-22.rechat.site).
6d5cc17a7076edf2,Prepare a CMA for 3655 Pomeroy St,The Comparative Market Analysis (CMA) for 3655 Pomeroy St is ready. You can view it [here](http://3655-pomeroy-st.rechat.site).
e58390cfca59f77f,Create a CMA for 3455 State Route 66,The Comparative Market Analysis (CMA) for 3455 State Route 66 has been created. You can view it [here](http://3455-state-route-66.rechat.site).
e999a692e9e2839a,Prepare a CMA for 45 Crystal Springs Terrace,"The Comparative Market Analysis (CMA) for 45 Crystal Springs Terrace has been prepared. You can view it using the following link:

**[CMA for 45 Crystal Springs Terrace](https://45-crystal-springs-terrace.rechat.site)**"
9baa3720a7288737,Create a CMA for 1156 Cascades Avenue,The Comparative Market Analysis (CMA) for 1156 Cascades Avenue has been created. You can view it [here](https://1156-cascades-avenue.rechat.site).
95526bec12c7d3fd,Create a CMA for 12 Clayton Road,The Comparative Market Analysis (CMA) for 12 Clayton Road has been successfully created. You can view it [here](http://12-clayton-road.rechat.site).
e403e4b565248fb3,Can you please make a market analysis for 419 Ocean Avenue 206,The Comparative Market Analysis (CMA) for 419 Ocean Avenue 206 has been created. You can view it [here](https://419-ocean-avenue-206.rechat.site).
4b49d3439809166b,Can you please make a market analysis for 785 Northstar Court,I have created a market analysis for 785 Northstar Court. You can view it [here](http://785-northstar-court.rechat.site).
458968483b14a921,Can you please make a market analysic for 25 Bond,I've created the Comparative Market Analysis (CMA) for 25 Bond. You can view it [here](https://25-bond.rechat.site).
624a8fa49a216562,Prepare a CMA for 3650 Environ Blvd,"The Comparative Market Analysis (CMA) for 3650 Environ Blvd is available and can be accessed using the link below:

[CMA for 3650 Environ Blvd Unit 204](http://3650-environ-blvd-unit-204.rechat.site)"
2601362bbf6566d7,Create a CMA for 25257 Doolittle Lane,The Comparative Market Analysis (CMA) for 25257 Doolittle Lane has been created. You can view it [here](https://25257-doolittle-lane.rechat.site).
21d3d07467605b1e,Create a CMA for 9273 Spring Road,The Comparative Market Analysis (CMA) for 9273 Spring Road has been successfully created. You can view it [here](https://9273-spring-road.rechat.site).
efb58c0f840d1973,Can you please make a market analysis for 828 Almond Street,The Comparative Market Analysis (CMA) for 828 Almond Street has been created. You can view it [here](http://828-almond-street.rechat.site).
e8643ca5342ec5c8,Make a CMA for 11935 11th Pl,The Comparative Market Analysis (CMA) for **11935 11th Pl** has been successfully created. You can view it [here](https://11935-ne-11th-pl.rechat.site).
05dc2aebd9502bcc,Make a CMA for 4116 River Forth Dr,"I found the following listings for 4116 River Forth Dr:

1. MLS Number: VAFX2094358 
   - Price: $719,000
   - Status: Active
   - Beds: 3
   - Baths: 2

2. MLS Number: VAFX2074626 
   - Price: $750,000
   - Status: Active
   - Beds: 3
   - Baths: 2

Please let me know which one you would like to use for the Comparative Market Analysis (CMA)."
dd49224860364d38,Make a CMA for 4116 River Forth Dr,The Comparative Market Analysis (CMA) for 4116 River Forth Dr has been created. You can view it [here](http://4116-river-forth-dr.rechat.site).
84c237029d8df6d2,Create a CMA for 330 Concord Street,"I found two listings for 330 Concord Street. Please choose the one you would like to use for the CMA:

1. **1st listing**:
   - Price: $1,150,000
   - MLS Number: 21031473
   - Status: Active
   - MLS: DASH
   - Beds: 2
   - Baths: 2
   - Address: 330 Concord Street 14 D

2. **2nd listing**:
   - Price: $4,200
   - MLS Number: RS24028180
   - Status: Active
   - MLS: CRMLS
   - Beds: 3
   - Baths: 2.1
   - Address: 330 Concord Street Unit D

Please tell me which listing you want to use (1st listing or 2nd listing)."
c5100e8ffb4ee8dc,Create a CMA for 330 Concord Street,"The Comparative Market Analysis (CMA) for 330 Concord Street 14 D has been created. You can view it at the following link:

[CMA for 330 Concord Street 14 D](http://330-concord-street-14-d.rechat.site)

If there is anything else you need, feel free to ask!"
29f3fa754844b2fa,Create a CMA for 135 Ampere Avenue,"There are two listings found for **135 Ampere Avenue**. Please choose one of the following:

1. **1st Listing**: 
   - Price: $67,000
   - Beds: 8
   - Baths: 5
   - MLS Number: 22200476
   - Status: Active
   - Address: 135 Ampere Avenue Unit SUMMER

2. **2nd Listing**: 
   - Price: $1,975,000
   - Beds: 9
   - Baths: 5
   - MLS Number: 22222731
   - Status: Active
   - Address: 135 Ampere Avenue

Which listing would you like to use for the CMA?"
3873169de3148ff9,Create a CMA for 135 Ampere Avenue,"The Comparative Market Analysis (CMA) for **135 Ampere Avenue** has been created. You can view it using the following link:

[CMA for 135 Ampere Avenue](http://135-ampere-avenue.rechat.site)"
29dfcf6927b3dde2,Create a CMA for 0 Hindsburg Road,"I found two active listings for ""0 Hindsburg Road."" Please choose one of the following options to create the Comparative Market Analysis (CMA):

1. **1st listing**
   - Price: $101,600
   - MLS Number: R1486270
   - Status: Active
   - Beds: 0
   - Baths: 0

2. **2nd listing**
   - Price: $374,400
   - MLS Number: R1486260
   - Status: Active
   - Beds: 0
   - Baths: 0

Which one would you like to proceed with?"
c27e72a280efd943,Create a CMA for 0 Hindsburg Road,The Comparative Market Analysis (CMA) for 0 Hindsburg Road has been created. You can view it by following this [link](https://0-hindsburg-road.rechat.site).
1c7f0f52172e6d31,Make a CMA for 10846 33rd Ln,"It looks like there are two listings available for the address ""10846 33rd Ln"". Please choose one of the following options for creating the Comparative Market Analysis (CMA):

1. Listing from MIAMI MLS (3 beds, 2.1 baths, Price: $540,000)
2. Listing from SEF MLS (3 beds, 2.1 baths, Price: $540,000)

Which one would you like to use?"
98197b2a2af3a13a,Make a CMA for 10846 33rd Ln,"The Comparative Market Analysis (CMA) for 10846 W 33rd Ln has been created. You can view it [here](https://10846-w-33rd-ln.rechat.site).

Is there anything else you need assistance with?"
23d440bcfc82242e,Make a CMA for 39-65 52nd Street,"I found two listings at 39-65 52nd Street. Which one would you like to use for the Comparative Market Analysis (CMA)?

1. **Listing 1**:
   - **Unit**: 5U
   - **Price**: $375,000
   - **MLS**: ONEKEY (3492916)
   - **Beds/Baths**: 1/1
   - **Status**: Active

2. **Listing 2**:
   - **Unit**: 1-S
   - **Price**: $392,000
   - **MLS**: ONEKEY (3465229)
   - **Beds/Baths**: 1/1
   - **Status**: Active

Please let me know which listing you'd like to use, or if you'd like more information on any of these listings."
c9315187c6a3d0b8,Make a CMA for 39-65 52nd Street,The Comparative Market Analysis (CMA) for 39-65 52nd Street Unit 5U is ready. You can view it [here](https://39-65-52nd-street-unit-5u.rechat.site).
6b352491844286a2,Prepare a CMA for 10846 33rd Ln,"I found two listings for 10846 W 33rd Lane. Could you please specify which one you would like to use for the Comparative Market Analysis (CMA)?

1. Listing in the MIAMI MLS
2. Listing in the SEF MLS

Please respond with ""1st listing"" or ""2nd listing""."
ddae9962bd75a41b,Prepare a CMA for 10846 33rd Ln,The Comparative Market Analysis (CMA) for 10846 W 33rd Ln is ready. You can view it [here](https://10846-w-33rd-ln.rechat.site).
16da254f78a4cd5a,Can you please make a market analysis for 2408 Victory Park Lane,"Which one of the following listings do you want to use for the market analysis?

1. **1st listing**
   - Price: $450,000
   - MLS Number: 13286681
   - Status: Active
   - Beds: 1, Baths: 2
   - Address: 2408 Victory Park Lane Unit 842

2. **2nd listing**
   - Price: $739,000
   - MLS Number: 13320337
   - Status: Active
   - Beds: 2, Baths: 2.1
   - Address: 2408 Victory Park Lane Unit 836

3. **3rd listing**
   - Price: $350,000
   - MLS Number: 11908056
   - Status: Sold
   - Close Date: June 20, 2013
   - Close Price: $310,000
   - Beds: 1, Baths: 1
   - Address: 2408 Victory Park Lane Unit 734

Please select the listing you would like to use."
ceed07170d586b81,Can you please make a market analysis for 2408 Victory Park Lane,The Comparative Market Analysis (CMA) for 2408 Victory Park Lane Unit 836 is complete. You can view it [here](https://2408-victory-park-lane-unit-836.rechat.site).
8af63f6f90c686d9,Prepare a CMA for 27010 Grand Central Parkway,"I found several listings for ""27010 Grand Central Parkway."" Please select one of the following to use for the Comparative Market Analysis (CMA):

1. **1st listing**
   - Price: $599,000
   - MLS Number: 3481325
   - Status: Active
   - Beds: 1
   - Baths: 1.1
   - Unit: 5O

2. **2nd listing**
   - Price: $289,000
   - MLS Number: 3490523
   - Status: Active
   - Beds: 1
   - Baths: 1
   - Unit: 1Y

3. **3rd listing**
   - Price: $795,000
   - MLS Number: 3472129
   - Status: Active
   - Beds: 3
   - Baths: 1.1
   - Unit: 21G F

4. **4th listing**
   - Price: $325,000
   - MLS Number: 3463456
   - Status: Active
   - Beds: 1
   - Baths: 1.1
   - Unit: 1G

Please let me know which one you would like to use for the CMA."
f55d3ec6601d3298,Prepare a CMA for 27010 Grand Central Parkway,The Comparative Market Analysis (CMA) for 27010 Grand Central Parkway Unit 21G F is ready. You can view it [here](http://27010-grand-central-parkway-unit-21g-f.rechat.site).
35904c281ea4357f,Create a CMA for 80-31 188th Street,"Please choose which one of the following listings you want to use for the Comparative Market Analysis (CMA):

1. **1st listing**
   - **Price**: $1,350,000
   - **MLS Number**: 3462602
   - **Status**: Active
   - **Beds**: 5
   - **Baths**: 3
   - **MLS**: ONEKEY

2. **2nd listing**
   - **Price**: $5,000
   - **MLS Number**: 3488670
   - **Status**: Active
   - **Beds**: 5
   - **Baths**: 3
   - **MLS**: ONEKEY

Please let me know which listing you'd like to use."
2fa214124bb8d624,Create a CMA for 80-31 188th Street,"The Comparative Market Analysis (CMA) for 80-31 188th Street has been created. You can view it at the following link:

[Link to CMA](http://80-31-188th-street.rechat.site)

If you need any additional information or assistance, feel free to let me know!"
d64d3fd840366fdd,Make a CMA for 4250 Woodridge Parkway,"I found two listings at 4250 Woodridge Parkway. Which one would you like to use for the CMA?

1. **1st listing**:
   - Price: $1857
   - MLS Number: 9968682
   - Status: Active
   - Beds: 2
   - Baths: 2
   - Unit: 1027

2. **2nd listing**:
   - Price: $1792
   - MLS Number: 40253778
   - Status: Active
   - Beds: 1
   - Baths: 1
   - Unit: 1087

Please let me know your preference."
637995eff5b9c913,Make a CMA for 4250 Woodridge Parkway,The Comparative Market Analysis (CMA) for 4250 Woodridge Parkway Unit 1087 has been created. You can view it [here](http://4250-woodridge-parkway-unit-1087.rechat.site).
22d71b023d5d280f,Create a CMA for 411 Tennessee Avenue,"Sorry, I couldn't find any listings for 411 Tennessee Avenue in the database. Could you please provide more details or verify the address?"
7bb1826ad23edeed,Can you please make a market analysis for 3305 Church Avenue,"I'm sorry, but I couldn't find any results for the address ""3305 Church Avenue"". Please double-check the address or provide additional details, and I'll be happy to assist you further."
bfcdaa5411b548f1,Make a CMA for 9177 Fontainebleau Blvd,"Sorry, I couldn't find any listings for 9177 Fontainebleau Blvd. Could you provide more details or check the address?"
62607b767de419ce,Prepare a CMA for 15051 Punta Rassa Rd,"Sorry, I couldn't find any listings for ""15051 Punta Rassa Rd"" to create a CMA. Could you please confirm the address or provide more details?"
5b5efbd3fc29d0ef,Prepare a CMA for 800 West Ave,"I found two listings for ""800 West Ave."" Please choose the one you would like to prepare the Comparative Market Analysis (CMA) for:

1. **Listing 1**
   - Price: $1,900
   - MLS Number: A11508327
   - Status: Active
   - Bedrooms: 0
   - Bathrooms: 1
   - Address: 800 West Ave Unit 537

2. **Listing 2**
   - Price: $750,000
   - MLS Number: A11504557
   - Status: Active
   - Bedrooms: 1
   - Bathrooms: 1 
   - Address: 800 West Ave Unit PH27

Which one would you like to use for the CMA?"
8d37b46e21a2d282,Prepare a CMA for 800 West Ave,"The Comparative Market Analysis (CMA) for 800 West Ave Unit PH27 is ready. You can view it using the link below:

[CMA for 800 West Ave Unit PH27](https://800-west-ave-unit-ph27.rechat.site)"
d75472aa26e775d5,Prepare a CMA for 4108 Sagemont Drive,"Sorry, I couldn't find any listings for 4108 Sagemont Drive. Could you please verify the address or provide additional details?"
38c9418414bdf3a8,Make a CMA for 23 Forest Beach Drive,"Sorry, I couldn't find any listings for 23 Forest Beach Drive. Could you check the address and try again?"
2de7bc5f988338db,Prepare a CMA for 418 Bridge Street,"I'm sorry, but I couldn't find any listings for 418 Bridge Street to prepare a Comparative Market Analysis (CMA). Could you please verify the address or provide additional details?"
1f5dca126bca82d0,Create a CMA for 99 Park Avenue,"I'm sorry, I couldn't find any listings for the address 99 Park Avenue. Could you please verify the address or provide more details?"
1c180836fd42b62b,Prepare a CMA for 6400 Basswood Drive,"Sorry, I couldn't find any listings for ""6400 Basswood Drive"". Could you please verify the address and try again?"
053cf4d883b6eae2,Make a CMA for 23 Woodvale Drive,"Sorry, I couldn't find any listings for ""23 Woodvale Drive"". Could you please verify the address or provide more details?"
4f0b8464503aee00,Make a CMA for 3184 Grand Concourse,I couldn't find any listings for 3184 Grand Concourse to create a Comparative Market Analysis (CMA). Could you please confirm the address or provide more details?
9da0dcb2ea6e82d3,Make a CMA for 82 Van Cott Avenue,"Sorry, I couldn't find any listings for 82 Van Cott Avenue. Could you please double-check the address or provide more details?"
be53c891df0d5279,Prepare a CMA for 970 Excellence Circle,"I'm sorry, I couldn't find any listings for ""970 Excellence Circle"" to create a CMA. Could you please provide more details or verify the address?"
aa616abe820ddd69,Make a CMA for 9238 Vineland Ct,"I'm sorry, but I couldn't find any listings for ""9238 Vineland Ct."" Could you please verify the address or provide additional information?"
adb66619d6e94584,Make a CMA for 203 Central Avenue,"I apologize, but I couldn't find any results for ""203 Central Avenue"" in the database. Could you please verify the address or provide more details?"
5fa2f2d8ec35f43c,Create a CMA for 720 E31st,"I'm sorry, but I couldn't find any listings for the address 720 E31st to create a Comparative Market Analysis (CMA). Please double-check the address or provide more details, and I'll try again."
69d2521373ac4ea8,Make a CMA for 8101 Sunrise Lakes Dr,"Sorry, I couldn't find any listings for ""8101 Sunrise Lakes Dr"" to create a Comparative Market Analysis (CMA). Please check the address or provide additional details."
6a2855b64d92ecf0,Can you please make a market analysis for 101 Williams Street,I couldn't find any listings for 101 Williams Street to create a market analysis. Could you please provide more details or check if the address is correct?
a4239cd1bef7b0de,Create a CMA for 4420 Rich Drive,"Sorry, I couldn't find any listings for 4420 Rich Drive for creating a Comparative Market Analysis (CMA). If you have more details or another address, please let me know!"
59d0cdb3f9e24726,Make a CMA for 6 Casabel Dr,"Sorry, I couldn't find any listings for ""6 Casabel Dr.""  Would you like me to try with different information or assist you in another way?"
9160570a8b88987f,Prepare a CMA for 459 Bay Avenue,"Sorry, I couldn't find any listings corresponding to ""459 Bay Avenue."" Could you please confirm the address or provide additional details?"
1ab0af3fc92264f7,Make a CMA for 2717 Maitland Crossing,"Sorry, I couldn't find any listings for 2717 Maitland Crossing. Could you check if the address is correct or provide more details?"
952719ad9e68d4d6,Can you please make a market analysis for 39 Braddock Lane,"I'm sorry, I couldn't find any listings for 39 Braddock Lane. Could you please verify the address or provide additional details?"
7a27d98eb8f429b4,Create a CMA for 112-17 159th Street,"Sorry, I couldn't find any listings for ""112-17 159th Street"" to create a Comparative Market Analysis. Would you like to provide additional details or try another address?"
ddc4cf821ef6b64b,Make a CMA for 730 W Steamboat Dr,"Sorry, I couldn't find any listings for the address ""730 W Steamboat Dr"" to create a CMA. Could you please double-check the address or provide additional details?"
c0afd0b6519ca841,Create a CMA for 255 Dolphin Point,"I've found two listings for ""255 Dolphin Point"":

1. **Listing 1:**
   - Price: $2,200
   - MLS Number: U8226639
   - Status: Active
   - MLS: STELLAR
   - Beds: 1
   - Baths: 1
   - Address: 255 Dolphin POINT Unit 1012

2. **Listing 2:**
   - Price: $3,500
   - MLS Number: U8198816
   - Status: Active
   - MLS: STELLAR
   - Beds: 2
   - Baths: 2
   - Address: 255 DOLPHIN POINT Unit 813

Please specify which listing you want to use for the Comparative Market Analysis (CMA)."
b699a8f7a0d75e79,Create a CMA for 255 Dolphin Point,"The Comparative Market Analysis (CMA) for the 2nd listing at **255 DOLPHIN POINT, Unit 813** has been created. You can view it [here](https://255-dolphin-point-unit-813.rechat.site)."
cda37ed3f1c3aa2e,Make a CMA for 5161 Collins Ave,"I've found two listings for 5161 Collins Ave. Please choose one to make the CMA:

1. **1st listing:**
   - **Price:** $920,000
   - **MLS Number:** A11518327
   - **Listing Status:** Active
   - **MLS:** SEF
   - **Beds:** 2
   - **Baths:** 2
   - **Address:** Unit 1207

2. **2nd listing:**
   - **Price:** $920,000
   - **MLS Number:** A11518327
   - **Listing Status:** Active
   - **MLS:** MIAMI
   - **Beds:** 2
   - **Baths:** 2
   - **Address:** Unit 1207

Please let me know which one you prefer to use."
a82fb30704d4ee13,Make a CMA for 5161 Collins Ave,"The CMA (Comparative Market Analysis) for ""5161 Collins Ave Unit 1207"" has been created. You can view it [here](https://5161-collins-ave-unit-1207.rechat.site)."
1cb603fb9f86132e,Can you please make a market analysis for 7000 Blvd East,"I need you to select one of the following listings to proceed with the market analysis:

1. **Listing ID**: 581f1c0e-b953-11eb-9464-02e6e27bfcc9
   - **Price**: $3300
   - **MLS Number**: 210004270
   - **Status**: Active
   - **MLS**: HCMLS
   - **Address**: 7000 BLVD EAST

2. **Listing ID**: 58adac1c-b953-11eb-a26a-02e6e27bfcc9
   - **Price**: $1350
   - **MLS Number**: 210005447
   - **Status**: Active
   - **MLS**: HCMLS
   - **Address**: 7000 BLVD EAST

3. **Listing ID**: aafb1c60-2114-11ec-8097-0271a4acc769
   - **Price**: $337,000
   - **MLS Number**: 210022535
   - **Status**: Active
   - **MLS**: HCMLS
   - **Address**: 7000 BLVD EAST
   - **Beds**: 1
   - **Baths**: 0

Please respond with the listing number you would like to use for the market analysis."
64103e353d77e8bf,Can you please make a market analysis for 7000 Blvd East,The Comparative Market Analysis (CMA) for the 3rd listing at 7000 Blvd East has been created. You can view it [here](http://7000-blvd-east.rechat.site).
ff88c84487a14876,Make a CMA for 70 Hudson St,"Which one of the following listings do you want to use for the CMA?

1. **Listing 1**
   - Price: $15,938
   - MLS Number: 220006457
   - Status: Active
   - MLS: HCMLS
   - Address: 70 HUDSON ST

2. **Listing 2**
   - Price: $8,500
   - MLS Number: 210003454
   - Status: Active
   - MLS: HCMLS
   - Address: 70 HUDSON ST

Please let me know which listing you'd like to use."
fa28ebc3c175e5ec,Make a CMA for 70 Hudson St,The Comparative Market Analysis (CMA) for 70 Hudson St has been created. You can view it [here](https://70-hudson-st.rechat.site).
f0424f86d4c7d450,Create a CMA for 1042 Portion Road,"Please choose which listing you would like to use for the Comparative Market Analysis (CMA):

1. **1st Listing**:
   - Price: $5,000
   - MLS Number: 3480137
   - Status: Active
   - Beds: 5
   - Baths: 3
   - Address: 1042 Portion Road

2. **2nd Listing**:
   - Price: $2,600
   - MLS Number: 3484989
   - Status: Active
   - Beds: Not specified
   - Baths: Not specified
   - Address: 1042 Portion Road

Which one would you like to use?"
15fdbc82a599633a,Create a CMA for 1042 Portion Road,"The Comparative Market Analysis (CMA) for 1042 Portion Road is ready. You can view it at the following link:

[CMA for 1042 Portion Road](http://1042-portion-road.rechat.site)"
